0	4	0.000000	0.000000	0.452722
0	7	0.000000	0.044562	0.000000
0	8	0.643750	0.000000	0.000000
0	11	0.000000	0.000000	0.054441
0	12	0.000000	0.301360	0.000000
0	16	0.000000	0.300604	0.492837
0	19	0.000000	0.307402	0.000000
0	21	0.356250	0.000000	0.000000
0	25	0.000000	0.046073	0.000000
1	5	0.353125	0.000000	0.000000
1	10	0.000000	0.057402	0.000000
1	20	0.000000	0.000000	0.053009
1	21	0.000000	0.000000	0.744269
1	24	0.193750	0.000000	0.000000
1	25	0.453125	0.000000	0.000000
1	26	0.000000	0.254532	0.000000
1	29	0.000000	0.048338	0.202722
1	30	0.000000	0.639728	0.000000
2	1	0.000000	0.151813	0.000000
2	3	0.000000	0.000000	0.950573
2	6	0.409375	0.000000	0.000000
2	7	0.000000	0.139728	0.000000
2	8	0.000000	0.000000	0.049427
2	10	0.497656	0.000000	0.000000
2	15	0.000000	0.154079	0.000000
2	19	0.000000	0.188066	0.000000
2	20	0.092969	0.000000	0.000000
2	21	0.000000	0.366314	0.000000
3	1	0.000000	0.514350	0.000000
3	3	0.407812	0.000000	0.000000
3	4	0.000000	0.335347	0.000000
3	6	0.000000	0.150302	0.000000
3	7	0.000000	0.000000	0.306590
3	13	0.000000	0.000000	0.234957
3	15	0.000000	0.000000	0.404011
3	23	0.100000	0.000000	0.000000
3	25	0.000000	0.000000	0.054441
3	26	0.152344	0.000000	0.000000
3	28	0.248437	0.000000	0.000000
3	29	0.091406	0.000000	0.000000
4	1	0.300000	0.000000	0.000000
4	8	0.000000	0.000000	0.192693
4	9	0.000000	0.725831	0.000000
4	11	0.238281	0.000000	0.000000
4	13	0.000000	0.166918	0.000000
4	19	0.355469	0.000000	0.000000
4	23	0.106250	0.000000	0.000000
4	24	0.000000	0.107251	0.594556
4	26	0.000000	0.000000	0.212751
5	4	0.601563	0.000000	0.000000
5	5	0.144531	0.538520	0.000000
5	8	0.000000	0.000000	0.150430
5	14	0.000000	0.000000	0.095989
5	16	0.000000	0.175982	0.000000
5	20	0.000000	0.285498	0.000000
5	23	0.000000	0.000000	0.054441
5	25	0.253906	0.000000	0.606734
5	27	0.000000	0.000000	0.092407
6	10	0.000000	0.647281	0.000000
6	15	0.000000	0.093656	0.511461
6	16	0.266406	0.000000	0.000000
6	18	0.000000	0.259063	0.000000
6	22	0.000000	0.000000	0.237106
6	27	0.000000	0.000000	0.251433
6	28	0.733594	0.000000	0.000000
7	8	0.000000	0.057402	0.000000
7	12	0.000000	0.444864	0.000000
7	13	0.000000	0.091390	0.000000
7	16	0.000000	0.000000	0.346705
7	20	0.094531	0.000000	0.000000
7	26	0.905469	0.000000	0.554441
7	29	0.000000	0.406344	0.000000
7	30	0.000000	0.000000	0.098854
8	8	0.000000	0.000000	0.103868
8	9	0.299219	0.481118	0.000000
8	10	0.446875	0.000000	0.000000
8	11	0.000000	0.000000	0.242120
8	14	0.000000	0.518882	0.000000
8	24	0.000000	0.000000	0.654011
8	29	0.253906	0.000000	0.000000
9	1	0.000000	0.000000	0.793696
9	15	0.000000	0.000000	0.053725
9	17	0.000000	0.087613	0.152579
9	18	0.201562	0.000000	0.000000
9	20	0.798437	0.000000	0.000000
9	21	0.000000	0.580816	0.000000
9	26	0.000000	0.331571	0.000000
10	2	0.000000	0.164653	0.000000
10	5	0.000000	0.792296	0.000000
10	6	0.000000	0.000000	0.702722
10	13	0.699219	0.000000	0.000000
10	17	0.000000	0.043051	0.242837
10	24	0.300781	0.000000	0.000000
10	27	0.000000	0.000000	0.054441
11	5	0.000000	0.546828	0.000000
11	8	0.000000	0.000000	0.431232
11	11	0.802344	0.000000	0.000000
11	12	0.000000	0.306647	0.000000
11	13	0.197656	0.000000	0.000000
11	14	0.000000	0.000000	0.464900
11	15	0.000000	0.000000	0.103868
11	28	0.000000	0.146526	0.000000
12	1	0.000000	0.000000	0.107450
12	6	0.000000	0.268127	0.000000
12	9	0.000000	0.297583	0.000000
12	13	0.000000	0.000000	0.093123
12	16	0.000000	0.244713	0.000000
12	17	0.000000	0.000000	0.593123
12	19	0.952344	0.000000	0.000000
12	20	0.000000	0.000000	0.206304
12	26	0.000000	0.189577	0.000000
12	29	0.047656	0.000000	0.000000
13	3	0.142969	0.000000	0.000000
13	4	0.000000	0.257553	0.000000
13	5	0.800781	0.000000	0.000000
13	8	0.000000	0.043051	0.000000
13	13	0.000000	0.117069	0.000000
13	18	0.000000	0.000000	0.054441
13	23	0.000000	0.000000	0.293696
13	27	0.000000	0.096677	0.000000
13	28	0.000000	0.485650	0.000000
13	29	0.056250	0.000000	0.651862
14	4	0.000000	0.000000	0.161891
14	7	0.500781	0.000000	0.000000
14	9	0.000000	0.000000	0.544413
14	16	0.000000	0.000000	0.153295
14	17	0.000000	0.327795	0.000000
14	19	0.000000	0.470544	0.000000
14	27	0.000000	0.201662	0.000000
14	28	0.000000	0.000000	0.140401
14	30	0.499219	0.000000	0.000000
15	10	0.000000	0.136707	0.000000
15	11	0.000000	0.349698	0.000000
15	18	0.908594	0.000000	0.000000
15	21	0.000000	0.000000	0.101003
15	23	0.000000	0.000000	0.049427
15	26	0.000000	0.513595	0.000000
15	28	0.091406	0.000000	0.000000
15	29	0.000000	0.000000	0.849570
16	3	0.094531	0.000000	0.000000
16	4	0.000000	0.257553	0.000000
16	5	0.000000	0.000000	0.054441
16	7	0.000000	0.059668	0.000000
16	13	0.246875	0.000000	0.000000
16	15	0.248437	0.000000	0.000000
16	17	0.000000	0.000000	0.364613
16	18	0.000000	0.000000	0.580946
16	19	0.410156	0.000000	0.000000
16	26	0.000000	0.682779	0.000000
17	7	0.294531	0.000000	0.000000
17	10	0.000000	0.000000	0.049427
17	11	0.099219	0.000000	0.000000
17	12	0.394531	0.000000	0.000000
17	13	0.000000	0.000000	0.140401
17	14	0.000000	0.267372	0.000000
17	16	0.211719	0.000000	0.000000
17	18	0.000000	0.000000	0.760029
17	21	0.000000	0.089124	0.000000
17	24	0.000000	0.536254	0.000000
17	29	0.000000	0.107251	0.050143
18	1	0.282812	0.000000	0.000000
18	4	0.000000	0.043051	0.000000
18	6	0.203906	0.161631	0.000000
18	7	0.000000	0.142749	0.313037
18	8	0.151562	0.000000	0.000000
18	10	0.000000	0.352719	0.000000
18	19	0.361719	0.000000	0.000000
18	24	0.000000	0.299849	0.000000
18	26	0.000000	0.000000	0.054441
18	28	0.000000	0.000000	0.632521
19	3	0.398438	0.000000	0.000000
19	7	0.458594	0.000000	0.000000
19	9	0.092969	0.000000	0.738539
19	15	0.000000	1.000000	0.000000
19	17	0.000000	0.000000	0.054441
